community_title,community_content,status,post_status,member_id
"""빌려 간 돈 갚으라""는 동거녀 살해…20대 징역 23년 선고","동거녀 살해한 20대[연합뉴스 자료사진](인천=연합뉴스) 손현규 기자 = 빌려 간 돈을 갚으라는 말에 동거녀를 살해한 20대 남성이 중형을 선고받았다.     인천지법 형사12부(심재완 부장판사)는 16일 선고 공판에서 살인과 자살방조 미수 등 혐의로 기소된 A(26)씨에게 징역 23년을 선고했다.    재판부는 또 A씨에게 출소 후 10년 동안 위치추적 전자장치(전자발찌)를 부착하라고 명령했다.    그러면서 전자발찌 부착 후 처음 5년 동안은 매일 오후 11시부터 다음 날 오전 5시까지 외출을 금지하고, 20년 동안 피해자 유족에게 연락하거나 접근하지 말라는 준수사항도 부과했다.     재판부는 ""피고인은 범행 후 피해자의 예금을 자신의 계좌로 이체했고, 피해자의 휴대전화로 소액결제를 하기도 했다""며 ""과거에 사기 등 혐의로 형사처벌을 받은 전력이 있는데도 다시 범행했다""고 판단했다.    이어 ""피고인이 잘못을 인정하고 반성하고 있다""면서도 ""피해자는 젊은 나이에 예상치 못하게 사망했고, 피해자 유족도 평생 고통 속에서 살아야 하는 점 등을 고려했다""고 양형 이유를 밝혔다.    검찰은 지난 3월 열린 결심 공판에서 A씨에게 징역 40년을 구형했다.    A씨는 지난해 11월 23일 인천시 미추홀구 빌라에서 동거녀 B(24)씨를 목 졸라 살해한 혐의로 구속 기소됐다.    그는 범행 10여일 뒤 온라인 커뮤니티에서 만난 C(29)씨와 함께 인천 영종도 갓길에 주차한 차량에서 극단적 선택을 시도했다가 119구급대에 의해 구조됐다.    A씨는 B씨로부터 수백만원을 빌려 도박을 했고, 돈을 갚으라는 말을 듣자 화가 나 범행했다.     조사 결과 C씨는 A씨의 범행에 가담하지 않은 것으로 파악됐다.     son@yna.co.kr",0,3,2
대화하는 이재명-장경태,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 이재명 대표와 장경태 최고위원이 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 대화하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
대화하는 김준혁-부승찬,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 김준혁 당선인과 부승찬 당선인이 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 대화하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
"검찰 후속 인사도 '속도전'…법무장관 ""최대한 빨리""","중간간부 인사 서두르며 정면돌파…이르면 내주 가능성김여사 수사 영향 선긋기…총장과 이견설엔 ""다 받아들여야 하나""



박성재 법무부 장관[연합뉴스 자료사진](과천=연합뉴스) 김다혜 기자 = 서울중앙지검장 등이 교체된 검찰 고위급 인사에 이어 후속 중간 간부 인사도 '속도전' 양상으로 진행될 전망이다.    박성재 법무부 장관은 16일 정부과천청사에 출근하면서 취재진과 만나 ""취임 후 수개월간 지켜보고 인사 요인이 있는지, 인사를 어떻게 하면 될 것인지 나름대로 심각히 고민한 뒤 필요성이 있다고 생각해 이번 인사를 한 것""이라고 말했다.    대통령실이 주도한 인사 아니냐는 질문에는 ""장관을 무시하는 말씀""이라고 일축했다.    그러면서 ""중앙지검 1∼4차장이 동시에 비어있기 때문에 후속 인사는 최대한 빨리 해서 (지휘) 공백이 생기지 않도록 할 생각""이라고 말했다.    지난 13일 단행한 검사장급 이상 인사가 자신의 구상 아래 수요 등을 고려해 진행한 '원칙적 인사'였다는 점을 강조하며 후속 절차도 마찬가지로 진행하겠다는 의사를 피력한 것이다.    인사의 배경과 의도 등을 둘러싸고 법조계와 정치권에서 다양한 추측을 내놓는 만큼, 조속히 인사를 마무리해 논란을 정리하겠다는 의도도 깔린 것으로 해석된다.    박 장관이 신속한 후속 인사를 공식화한 만큼 중간 간부 인사는 이르면 다음 주, 늦어도 이달 안에는 발표될 것으로 예상된다.    법무부는 차장검사 승진 대상인 사법연수원 34기들에게 인사 검증 자료를 요구한 것으로 전해졌다. 신속한 인사를 위해 부장검사는 승진 없이 전보만 하는 방안이 거론된다.    서울중앙지검 등 규모가 큰 사건을 담당하는 일선 검찰청 차장검사 보직에는 연수원 32기인 엄희준 대검찰청 반부패기획관, 이희동 대검 공공수사기획관, 박승환 법무부 정책기획단장, 배문기 서울남부지검 2차장검사, 단성한 서울북부지검 차장검사, 윤병준 의정부지검 차장검사 등이 중용될 수 있다는 관측이 나온다.    법조계에서는 서울중앙지검 1·4차장에 누가 임명되는지, 부임한 지 8개월가량 된 형사1부장과 반부패수사2부장이 교체되는지 등에 따라 최종적인 평가가 달라질 수 있다는 분석이 나온다.     모두 김건희 여사 관련 수사를 담당하는 보직으로, 인사 결과가 '수사 의지'를 평가하는 척도가 될 수 있다는 것이다.    박 장관은 이날 김 여사 수사를 고려한 인사라는 해석에 대해 ""인사를 함으로써 그 수사가 끝이 났느냐""며 ""수사는 수사대로 진행될 것""이라고 언급하기도 했다.



출근하는 이원석 총장(서울=연합뉴스) 윤동진 기자 = 이원석 검찰총장이 16일 오전 서울 서초구 대검찰청으로 출근하고 있다. 2024.5.16 mon@yna.co.kr    인사를 둘러싼 이원석 검찰총장과의 미묘한 긴장 구도 역시 후속 인사에 따라 달라질 수 있다.    박 장관은 인사 시기와 관련한 이 총장과의 이견에 대해 ""검찰총장과는 협의를 다 했다""며 ""시기를 언제 해 달라고 하는 부분이 있었다면, 그 내용대로 다 받아들여야만 인사를 할 수 있는 것이냐""고 반문했다.    검찰 인사의 제청권은 원칙적으로 장관에게 있다는 점을 강조한 것이다. 검찰청법상 검사의 임명과 보직은 법무부 장관의 제청으로 대통령이 하고, 장관은 검찰총장의 의견을 들어 검사의 보직을 제청하도록 규정한다.    앞서 이 총장은 지난 14일 검찰 인사가 사전에 충분히 조율됐느냐는 취재진의 질문에 7초간 침묵한 끝에 ""더 말씀드리지 않겠다""며 불편한 기색을 드러낸 바 있다.    공개적인 충돌은 아니지만, 박 장관과 이 총장이 인사를 보는 시각에 차이가 있다는 점이 다시금 드러난 셈이다.    검찰 고위직을 지낸 한 법조인은 ""중간 간부 인사 때까지는 양측에 계속 각이 설 수밖에 없을 것""이라고 말했다.    moment@yna.co.kr",0,3,2
"""숨겨진 제주를 보여줘""…민간기록물 기증받아요","제주도, 사진 등 시청각 형태 자료 20일부터 접수



제주 민간기록물 기증 포스터[제주도 제공. 재판매 및 DB 금지](제주=연합뉴스) 김호천 기자 = 제주의 숨겨진 근현대 역사와 문화를 보존하기 위해 민간기록물을 수집하는 사업이 시작된다.    제주도는 '제주, 너의 모습을 보여줘'라는 주제로 근현대 변화상에 관한 시청각 형태의 자료(사진, 앨범, CD, 리플릿, 비디오 등)를 기증받는다고 16일 밝혔다.    기증 신청 대상은 1960년 이후부터 2000년대 초반까지 생산된 시청각 자료다.    제주 지방자치의 역사와 관련된 기록물(개인 보유 사진, 신문기사 등), 제주의 문화·체육 관련 기록물(공설운동장, 시민회관, 현대극장 등), 제주의 마을이나 동네의 변천사를 간직한 기록물(재래시장, 건물 등 주요 시설 사진 등) 등이다.    원본 무상 기증이 원칙이다.    기증 희망자는 도 홈페이지에 게시된 신청서를 작성해 20일부터 오는 9월 30일까지 전자우편(taryoung78@korea.kr)으로 제출하면 된다.    기증된 자료는 민간기록물관리위원회의 심의를 거쳐 보존 대상 기록물로 확정된다.    보존 확정된 기록물은 제주지방자치사료관에 전시하고, 기증자에게는 기증 증서를 수여한다.    조상범 제주도 특별자치행정국장은 ""제주도민의 기록은 제주의 문화유산 계승을 넘어 도민이 하나 되는 발판을 마련할 것""이라며 도민의 적극적인 참여와 협조를 당부했다.    khc@yna.co.kr",0,3,2
"임병택 시흥시장, 미국 샌디에이고 시장 만나 협력방안 논의","(시흥=연합뉴스) 김인유 기자 = 경기 시흥시는 임병택 시흥시장이 15일(현지 시각) 미국 바이오산업 대표 도시 중 하나인 샌디에이고시를 방문해 국제교류 협력 강화방안을 논의했다고 16일 밝혔다.



임병택 시흥시장, 미국 샌디에이고시 방문 [시흥=연합뉴스)  경기 시흥시는 임병택 시흥시장이 15일(현지시각) 미국 바이오산업 대표 도시 중 하나인 샌디에이고시를 방문해 국제교류 협력 강화방안을 논의했다고 16일 밝혔다.임 시장(오른쪽 끝)과 김동연 경기지사(가운데), 토드 글로리아 샌디에이고 시장 등이 기념 촬영을 하고 있는 모습. 2024.5.16 [시흥시 제공. 재판매 및 DB 금지]    임 시장은 교류 협력 강화와 투자 유치를 위해 미국을 방문 중인 김동연 경기도지사와 함께 캘리포니아주 샌디에이고시를 찾았다.    그는 토드 글로리아 샌디에이고 시장과 바이오클러스터 조성 및 협력 방안을 논의했다.    앞서 토드 글로리아 시장은 경제사절단을 이끌고 지난해 10월 31일 시흥시를 방문해 우호 협력 업무협약을 체결한 바 있다.    임 시장은 ""이번 방문을 통해 시흥시가 글로벌 도시로 나아가기 위해 첫발을 내디뎠다""며 ""바이오클러스터 조성을 위한 최고의 파트너인 샌디에이고시와 함께 다양한 분야의 교류 협력을 견인하는 데 최선을 다하겠다""고 말했다.    이에 토드 글로리아 시장은 ""한국 최고의 경제·산업 중심지인 경기도 시흥시가 글로벌 바이오산업의 중심지로 성장해 나갈 것을 기대한다""며 ""생명공학의 중심지로 성장한 샌디에이고시는 앞으로 (시흥시와의) 지속적인 네트워킹을 통해 연구 협력 및 투자유치 기회를 창출해 나가겠다""고 화답했다.    경기도·시흥시·서울대는 2022년 '글로벌 바이오 허브 추진협의체'를 구성하고 WHO 글로벌 바이오 캠퍼스 유치와 경기도 바이오산업 발전을 위해 노력하고 있다.     hedgehog@yna.co.kr",0,3,2
발언대로 향하는 박찬대 원내대표,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 박찬대 원내대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 발언대로 향하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
더불어민주당 초선 당선자 워크숍,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 이재명 대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 국민의례를 하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
발언하는 박찬대 원내대표,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 박찬대 원내대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 발언하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
소방관 범죄·비위 연평균 1천250건…30%만 징계처분,"최근 5년간 소방공무원 범죄·비위 통계 [소방청 제공. 재판매 및 DB 금지](서울=연합뉴스) 김은경 기자 = 지난 5년간 소방공무원 범죄·비위 건수가 연평균 1천250건에 달하는 것으로 나타났다.    16일 소방청에 따르면 2019∼2023년 발생한 소방공무원 범죄·비위 건수는 총 6천253건으로, 연평균 1천250건, 월평균 104건으로 집계됐다.    2021년에 1천433건으로 가장 많았고, 지난해 1천108건으로 가장 적었다.    평균적으로 비위 건수가 범죄 건수보다 약 2배가량 많았다.    지난해 범죄 건수는 341건, 비위 건수는 767건이었다.    처분 별로는 주의나 경고 등의 행정처분이 61.7%를 차지했고, 징계처분은 29.3%이었다.    범죄나 비위를 저지른 소방관의 계급별로는 소방위가 1천502건, 24.0%로 가장 비중이 높았다.    소방사가 1천398건(22.4%), 소방교가 1천293건(20.7%)으로 뒤따랐다.    소방서장에 해당하는 소방정의 경우 평균 현원 356명 대비 75건의 범죄·비위가 일어나 발생 비율(21.1%)이 전 계급 중 가장 높았다.    다른 계급의 발생 비율은 소방경이 14.1%, 소방령 12.4%, 소방위 10.7% 등이었다.    소방청 관계자는 ""범죄·비위 건수는 2021년까지 증가하다가 2022년, 2023년에는 감소 추세로 돌아섰다""며 ""처분 건수 대비 중징계 비율 또한 증가하는 추세""라고 설명했다.    bookmania@yna.co.kr",0,3,2
의료 취약지 강원…뇌출혈 '골든타임' 잡는 진료 플랫폼 개발,"춘천성심병원 신경외과 전진평 교수, 비대면 진단·치료 방안 모색



심포지엄에서 발표하는 한림대 춘천성심병원 신경외과 전진평 교수[한림대 춘천성심병원 제공. 재판매 및 DB 금지]    (춘천=연합뉴스) 강태현 기자 = 의료 취약지가 많은 강원 지역에서 골든타임을 놓치기 쉬운 중증 뇌출혈 환자가 비대면으로 진단과 치료를 받을 수 있는 길이 마련되고 있다.    16일 한림대학교 춘천성심병원에 따르면 신경외과 전진평 교수는 인공지능(AI)을 기반으로 한 뇌출혈 환자 비대면 진료 플랫폼(AI-based ICH care)을 개발하고 있다.    강원 지역은 치료 가능 사망률(적절한 시기에 치료받지 못해 숨지는 '조기 사망')이 상위권을 기록하는 의료소외지역에 해당한다.    지난해 9월 국회 보건복지위원회 소속 국민의힘 최영희 의원이 보건복지부에서 받은 '치료 가능 사망률 현황'에 따르면 2021년 기준 강원의 인구 10만명당 치료 가능 사망자는 49.61명으로 전국에서 두 번째로 높은 것으로 나타났다.    강원도는 수도권과 비교해 병의원 간 접근성이 낮고 뇌출혈을 판독할 수 있는 의료진이 부족해 뇌출혈이 발생할 경우 적기를 놓쳐 숨지는 사례가 잇따르고 있다.    뇌출혈 환자는 수술을 잘하더라도 후유 장애가 남을 수 있어 뇌 손상을 최소화하기 위해서는 초기 의료 조치가 필수적이다.



한림대 춘천성심병원 신경외과 전진평 교수[한림대 춘천성심병원 제공. 재판매 및 DB 금지]    이에 전 교수는 거점병원과 의료 소외지역 병원 간 의료자원을 연계한 뇌출혈 비대면 협진 플랫폼 기술이 개발되면 자동 진단과 치료, 후유증 관리까지 가능할 것으로 기대한다.     플랫폼은 지역병원에서 환자를 이송하는 동안 CT 사진, 환자 정보 등을 대학병원으로 전송하면 알고리즘이 이를 판독하고 상담해 대학병원 의료진의 판단을 거쳐 진단할 수 있도록 한다.    단순 뇌출혈의 빠른 진단이 아닌 치료와 연계된 플랫폼을 개발하겠다는 게 전 교수 측의 목표다.    이는 환자들이 꼭 대학병원이 아니라 근처 지역 병원에서도 진료를 볼 수 있는 환경을 구축하는 것과 맥락이 맞닿아 있다.    한림대 춘천성심병원은 내년 12월까지 정부로부터 22억5천만원 국비를 지원받아 이 같은 플랫폼을 개발할 계획이다.    현재 개발 마무리 단계에 있으며 플랫폼은 95∼98%의 진단 정확도를 보인다.    전 교수 측은 보안 문제 등 남은 과제 해결에 주력하는 한편 다른 대학들과 외국 의료기관과도 협력에 나서고 있다.    taetae@yna.co.kr",0,3,2
